Type,Root Function Name,Function Name,Number of Calls,Elapsed Inclusive Time %,Elapsed Exclusive Time %,Avg Elapsed Inclusive Time,Avg Elapsed Exclusive Time,Module Name,
"Root","CLHEP::`dynamic initializer for 'twopi_mc2_rcl2''","CLHEP::`dynamic initializer for 'twopi_mc2_rcl2''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'twopi_mc2_rcl2''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'twopi_mc2_rcl2''","CLHEP::`dynamic initializer for 'twopi_mc2_rcl2''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'twopi_mc2_rcl2''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'X_HAT4''","CLHEP::`dynamic initializer for 'X_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'X_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'X_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'X_HAT4''","CLHEP::`dynamic initializer for 'X_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'X_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'X_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'X_HAT4''","CLHEP::`dynamic initializer for 'X_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'X_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'X_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'X_HAT4''","CLHEP::`dynamic initializer for 'X_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'X_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'X_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'X_HAT4''","CLHEP::`dynamic initializer for 'X_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'X_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'X_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'X_HAT4''","CLHEP::`dynamic initializer for 'X_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'X_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'X_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'X_HAT4''","CLHEP::`dynamic initializer for 'X_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'X_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'X_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'X_HAT4''","CLHEP::`dynamic initializer for 'X_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'X_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'X_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'X_HAT4''","CLHEP::`dynamic initializer for 'X_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'X_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'X_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'X_HAT4''","CLHEP::`dynamic initializer for 'X_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'X_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'X_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Y_HAT4''","CLHEP::`dynamic initializer for 'Y_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Y_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Y_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Y_HAT4''","CLHEP::`dynamic initializer for 'Y_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Y_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Y_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Y_HAT4''","CLHEP::`dynamic initializer for 'Y_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Y_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Y_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Y_HAT4''","CLHEP::`dynamic initializer for 'Y_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Y_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Y_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Y_HAT4''","CLHEP::`dynamic initializer for 'Y_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Y_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Y_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Y_HAT4''","CLHEP::`dynamic initializer for 'Y_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Y_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Y_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Y_HAT4''","CLHEP::`dynamic initializer for 'Y_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Y_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Y_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Y_HAT4''","CLHEP::`dynamic initializer for 'Y_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Y_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Y_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Y_HAT4''","CLHEP::`dynamic initializer for 'Y_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Y_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Y_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Y_HAT4''","CLHEP::`dynamic initializer for 'Y_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Y_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Y_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Z_HAT4''","CLHEP::`dynamic initializer for 'Z_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Z_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Z_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Z_HAT4''","CLHEP::`dynamic initializer for 'Z_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Z_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Z_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Z_HAT4''","CLHEP::`dynamic initializer for 'Z_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Z_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Z_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Z_HAT4''","CLHEP::`dynamic initializer for 'Z_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Z_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Z_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Z_HAT4''","CLHEP::`dynamic initializer for 'Z_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Z_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Z_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Z_HAT4''","CLHEP::`dynamic initializer for 'Z_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Z_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Z_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Z_HAT4''","CLHEP::`dynamic initializer for 'Z_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Z_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Z_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Z_HAT4''","CLHEP::`dynamic initializer for 'Z_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Z_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Z_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Z_HAT4''","CLHEP::`dynamic initializer for 'Z_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Z_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Z_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::`dynamic initializer for 'Z_HAT4''","CLHEP::`dynamic initializer for 'Z_HAT4''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::`dynamic initializer for 'Z_HAT4''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","CLHEP::`dynamic initializer for 'Z_HAT4''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","CLHEP::Hep3Vector::unit","CLHEP::Hep3Vector::unit","2,001",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::Hep3Vector::unit","PrimaryGeneratorAction::GeneratePrimaries","2,000",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","CLHEP::Hep3Vector::unit","PrimaryGeneratorAction::PrimaryGeneratorAction",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","DetectorConstruction::`scalar deleting destructor'","DetectorConstruction::`scalar deleting destructor'",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Caller","DetectorConstruction::`scalar deleting destructor'","[G4run.dll]",1,0.00,0.00,0.01,0.00,"G4run.dll",
"Callee","DetectorConstruction::`scalar deleting destructor'","DetectorConstruction::~DetectorConstruction",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Root","DetectorConstruction::~DetectorConstruction","DetectorConstruction::~DetectorConstruction",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Caller","DetectorConstruction::~DetectorConstruction","DetectorConstruction::`scalar deleting destructor'",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Callee","DetectorConstruction::~DetectorConstruction","DetectorMessenger::`scalar deleting destructor'",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Root","DetectorConstruction::ConstructVolumes","DetectorConstruction::ConstructVolumes",1,0.01,0.00,52.83,0.06,"Hadr04.exe",
"Caller","DetectorConstruction::ConstructVolumes","main",1,0.01,0.00,52.83,0.06,"Hadr04.exe",
"Callee","DetectorConstruction::ConstructVolumes","DetectorConstruction::PrintParameters",1,0.01,0.00,52.77,0.06,"Hadr04.exe",
"Callee","DetectorConstruction::ConstructVolumes","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","DetectorConstruction::DefineMaterials","DetectorConstruction::DefineMaterials",1,0.00,0.00,0.62,0.62,"Hadr04.exe",
"Caller","DetectorConstruction::DefineMaterials","DetectorConstruction::DetectorConstruction",1,0.00,0.00,0.62,0.62,"Hadr04.exe",
"Callee","DetectorConstruction::DefineMaterials","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",9,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","DetectorConstruction::DetectorConstruction","DetectorConstruction::DetectorConstruction",1,0.00,0.00,0.66,0.01,"Hadr04.exe",
"Caller","DetectorConstruction::DetectorConstruction","main",1,0.00,0.00,0.66,0.01,"Hadr04.exe",
"Callee","DetectorConstruction::DetectorConstruction","DetectorConstruction::DefineMaterials",1,0.00,0.00,0.62,0.62,"Hadr04.exe",
"Callee","DetectorConstruction::DetectorConstruction","DetectorConstruction::SetMaterial",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","DetectorConstruction::DetectorConstruction","DetectorMessenger::DetectorMessenger",1,0.00,0.00,0.03,0.02,"Hadr04.exe",
"Callee","DetectorConstruction::DetectorConstruction","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","DetectorConstruction::PrintParameters","DetectorConstruction::PrintParameters",1,0.01,0.00,52.77,0.06,"Hadr04.exe",
"Caller","DetectorConstruction::PrintParameters","DetectorConstruction::ConstructVolumes",1,0.01,0.00,52.77,0.06,"Hadr04.exe",
"Callee","DetectorConstruction::PrintParameters","??5?$basic_istream@DU?$char_traits@D@std@@@std@@QAEAAV01@P6AAAV01@AAV01@@Z@Z",1,0.01,0.00,52.71,0.00,"MSVCP120.dll",
"Callee","DetectorConstruction::PrintParameters","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","DetectorConstruction::PrintParameters","std::operator<<<char,std::char_traits<char>,std::allocator<char> >",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","DetectorConstruction::PrintParameters","std::operator<<<std::char_traits<char> >",3,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","DetectorConstruction::SetMaterial","DetectorConstruction::SetMaterial",2,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","DetectorConstruction::SetMaterial","DetectorConstruction::DetectorConstruction",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","DetectorConstruction::SetMaterial","DetectorMessenger::SetNewValue",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","DetectorConstruction::SetSize","DetectorConstruction::SetSize",1,0.00,0.00,1.23,1.23,"Hadr04.exe",
"Caller","DetectorConstruction::SetSize","DetectorMessenger::SetNewValue",1,0.00,0.00,1.23,1.23,"Hadr04.exe",
"Root","DetectorMessenger::`scalar deleting destructor'","DetectorMessenger::`scalar deleting destructor'",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Caller","DetectorMessenger::`scalar deleting destructor'","DetectorConstruction::~DetectorConstruction",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Callee","DetectorMessenger::`scalar deleting destructor'","DetectorMessenger::~DetectorMessenger",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Root","DetectorMessenger::~DetectorMessenger","DetectorMessenger::~DetectorMessenger",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Caller","DetectorMessenger::~DetectorMessenger","DetectorMessenger::`scalar deleting destructor'",1,0.00,0.00,0.01,0.00,"Hadr04.exe",
"Callee","DetectorMessenger::~DetectorMessenger","[G4intercoms.dll]",5,0.00,0.00,0.00,0.00,"G4intercoms.dll",
"Root","DetectorMessenger::DetectorMessenger","DetectorMessenger::DetectorMessenger",1,0.00,0.00,0.03,0.02,"Hadr04.exe",
"Caller","DetectorMessenger::DetectorMessenger","DetectorConstruction::DetectorConstruction",1,0.00,0.00,0.03,0.02,"Hadr04.exe",
"Callee","DetectorMessenger::DetectorMessenger","G4UIcommand::SetGuidance",6,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","DetectorMessenger::DetectorMessenger","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",10,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","DetectorMessenger::DetectorMessenger","std::vector<G4UIparameter *,std::allocator<G4UIparameter *> >::push_back",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","DetectorMessenger::DetectorMessenger","std::vector<yystype,std::allocator<yystype> >::resize",5,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","DetectorMessenger::SetNewValue","DetectorMessenger::SetNewValue",2,0.00,0.00,0.62,0.01,"Hadr04.exe",
"Caller","DetectorMessenger::SetNewValue","main",2,0.00,0.00,0.62,0.01,"Hadr04.exe",
"Callee","DetectorMessenger::SetNewValue","DetectorConstruction::SetMaterial",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","DetectorMessenger::SetNewValue","DetectorConstruction::SetSize",1,0.00,0.00,1.23,1.23,"Hadr04.exe",
"Callee","DetectorMessenger::SetNewValue","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","exit","exit",1,0.00,0.00,0.05,0.05,"MSVCR120.dll",
"Caller","exit","__tmainCRTStartup",1,0.00,0.00,0.05,0.05,"Hadr04.exe",
"Callee","exit","_RTC_Terminate",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","exit","std::_Fac_tidy_reg_t::~_Fac_tidy_reg_t",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","G4FFGDefaultValues::`dynamic initializer for 'SourceCenter''","G4FFGDefaultValues::`dynamic initializer for 'SourceCenter''",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","G4FFGDefaultValues::`dynamic initializer for 'SourceCenter''","__tmainCRTStartup",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","G4FFGDefaultValues::`dynamic initializer for 'SourceCenter''","atexit",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","G4String::~G4String","G4String::~G4String",16,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","G4String::~G4String","`eh vector destructor iterator'",16,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","G4String::G4String","G4String::G4String",2,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","G4String::G4String","main",2,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","G4String::G4String","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",2,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","G4UIcommand::SetGuidance","G4UIcommand::SetGuidance",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","G4UIcommand::SetGuidance","DetectorMessenger::DetectorMessenger",6,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Caller","G4UIcommand::SetGuidance","NeutronHPMessenger::NeutronHPMessenger",2,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","G4UIcommand::SetGuidance","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","G4UIcommand::SetGuidance","std::vector<G4String,std::allocator<G4String> >::push_back",8,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","G4VisExecutive::`scalar deleting destructor'","G4VisExecutive::`scalar deleting destructor'",1,0.00,0.00,3.15,3.15,"Hadr04.exe",
"Caller","G4VisExecutive::`scalar deleting destructor'","main",1,0.00,0.00,3.15,3.15,"Hadr04.exe",
"Root","G4VisExecutive::RegisterGraphicsSystems","G4VisExecutive::RegisterGraphicsSystems",1,0.00,0.00,0.33,0.33,"Hadr04.exe",
"Caller","G4VisExecutive::RegisterGraphicsSystems","main",1,0.00,0.00,0.33,0.33,"Hadr04.exe",
"Root","G4VisExecutive::RegisterModelFactories","G4VisExecutive::RegisterModelFactories",1,0.00,0.00,0.07,0.07,"Hadr04.exe",
"Caller","G4VisExecutive::RegisterModelFactories","main",1,0.00,0.00,0.07,0.07,"Hadr04.exe",
"Root","HistoManager::~HistoManager","HistoManager::~HistoManager",1,0.00,0.00,0.25,0.00,"Hadr04.exe",
"Caller","HistoManager::~HistoManager","RunAction::~RunAction",1,0.00,0.00,0.25,0.00,"Hadr04.exe",
"Callee","HistoManager::~HistoManager","[G4analysis.dll]",1,0.00,0.00,0.24,0.24,"G4analysis.dll",
"Root","HistoManager::Book","HistoManager::Book",1,0.00,0.00,0.79,0.79,"Hadr04.exe",
"Caller","HistoManager::Book","HistoManager::HistoManager",1,0.00,0.00,0.79,0.79,"Hadr04.exe",
"Callee","HistoManager::Book","`eh vector destructor iterator'",2,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","HistoManager::Book","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",40,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","HistoManager::HistoManager","HistoManager::HistoManager",1,0.00,0.00,0.79,0.00,"Hadr04.exe",
"Caller","HistoManager::HistoManager","RunAction::RunAction",1,0.00,0.00,0.79,0.00,"Hadr04.exe",
"Callee","HistoManager::HistoManager","HistoManager::Book",1,0.00,0.00,0.79,0.79,"Hadr04.exe",
"Callee","HistoManager::HistoManager","std::basic_string<char,std::char_traits<char>,std::allocator<char> >::assign",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Root","main","main",1,99.96,99.71,"367,460.70","366,551.48","Hadr04.exe",
"Caller","main","__tmainCRTStartup",1,99.96,99.71,"367,460.70","366,551.48","Hadr04.exe",
"Callee","main","?SetNumberOfEventToBeProcessed@G4Run@@QAEXH@Z",1,0.00,0.00,0.00,0.00,"G4run.dll",
"Callee","main","?SetUserInitialization@G4RunManager@@UAEXPAVG4VUserActionInitialization@@@Z",1,0.00,0.00,0.94,0.00,"G4run.dll",
"Callee","main","?SetUserInitialization@G4RunManager@@UAEXPAVG4VUserPhysicsList@@@Z",1,0.00,0.00,2.64,0.03,"G4run.dll",
"Callee","main","[G4run.dll]",1,0.01,0.01,38.72,37.40,"G4run.dll",
"Callee","main","ActionInitialization::ActionInitialization",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","main","DetectorConstruction::ConstructVolumes",1,0.01,0.00,52.83,0.06,"Hadr04.exe",
"Callee","main","DetectorConstruction::DetectorConstruction",1,0.00,0.00,0.66,0.01,"Hadr04.exe",
"Callee","main","DetectorMessenger::SetNewValue",2,0.00,0.00,0.62,0.01,"Hadr04.exe",
"Callee","main","G4String::G4String",2,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","main","G4VisExecutive::`scalar deleting destructor'",1,0.00,0.00,3.15,3.15,"Hadr04.exe",
"Callee","main","G4VisExecutive::RegisterGraphicsSystems",1,0.00,0.00,0.33,0.33,"Hadr04.exe",
"Callee","main","G4VisExecutive::RegisterModelFactories",1,0.00,0.00,0.07,0.07,"Hadr04.exe",
"Callee","main","NeutronHPMessenger::SetNewValue",1,0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","main","NeutronHPphysics::ConstructProcess",1,0.08,0.08,278.16,278.15,"Hadr04.exe",
"Callee","main","PhysicsList::PhysicsList",1,0.00,0.00,0.16,0.14,"Hadr04.exe",
"Callee","main","PhysicsList::SetCuts",1,0.00,0.00,0.02,0.02,"Hadr04.exe",
"Callee","main","PrimaryGeneratorAction::GeneratePrimaries","2,000",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","main","RunAction::BeginOfRunAction",1,0.01,0.01,45.61,45.61,"Hadr04.exe",
"Callee","main","RunAction::EndOfRunAction",1,0.05,0.04,174.59,141.02,"Hadr04.exe",
"Callee","main","RunAction::GenerateRun",1,0.00,0.00,0.01,0.01,"Hadr04.exe",
"Callee","main","StackingAction::ClassifyNewTrack","57,310",0.00,0.00,0.00,0.00,"Hadr04.exe",
"Callee","main","SteppingAction::UserSteppingAction","425,181",0.08,0.01,0.00,0.00,"Hadr04.exe",
